protein_source,protein_target,score
YDA,MPK3,0.563
YDA,MPK6,0.561
AT3G23550,LTP4,0.592
AAP1,CAT6,0.921
AAP3,CAT6,0.826
CAT8,AAP3,0.624
CAT8,GDU3,0.565
CAT8,SIAR1,0.848
SIAR1,AAP1,0.721
SIAR1,AAP3,0.638
SIAR1,CAT6,0.637
SIAR1,GDU1,0.719
SIAR1,GDU3,0.628
AT2G21160,AT5G14030,0.999
ABCB21,AGB1,0.559
PPI2,ABCB21,0.637
PRPL28,ABCB21,0.545
FKF1,SWEET2,0.667
SWEET2,AT5G59250,0.678
SWEET2,HKT1,0.661
AGB1,AGG3,0.982
AGG2,AGB1,0.999
AGG2,AGG3,0.976
AGG2,GG1,0.908
AGG2,XLG2,0.989
GG1,AGB1,0.999
GG1,AGG3,0.976
GG1,XLG2,0.989
GPA1,AGB1,0.999
GPA1,AGG2,0.997
GPA1,AGG3,0.968
GPA1,GG1,0.999
GPA1,TPC1,0.666
GPA1,XLG2,0.667
TPC1,AGB1,0.999
TPC1,XLG2,0.666
XLG2,AGB1,0.999
XLG2,AGG3,0.97
XLG3,AGB1,0.999
XLG3,AGG2,0.984
XLG3,AGG3,0.959
XLG3,GG1,0.976
XLG3,GPA1,0.627
XLG3,TPC1,0.666
XLG3,XLG2,0.594
AT1G18530,PPI2,0.519
AT1G18530,WPP3,0.521
PPI2,ABCB21,0.637
PPI2,WPP3,0.68
NTRC,PMSR3,0.821
AT4G12190,DER1,0.846
AT4G12190,OS9,0.962
DER1,OS9,0.989
EBS5,AT4G12190,0.799
EBS5,DER1,0.962
EBS5,OS9,0.999
STP6,AtVEX1,0.652
STP9,AtVEX1,0.637
AT1G74250,AT2G32600,0.908
AT1G74250,AT3G29340,0.652
AT1G74250,AT5G01160,0.635
AT1G74250,AT5G26610,0.904
AT1G74250,AT5G56200,0.628
AT2G32600,AT3G29340,0.652
AT2G32600,AT5G01160,0.655
AT2G32600,AT5G26610,0.878
AT2G32600,AT5G56200,0.629
AT3G29340,AT5G01160,0.639
AT3G29340,AT5G26610,0.637
AT3G29340,AT5G56200,0.905
AT5G01160,AT5G26610,0.635
AT5G01160,AT5G56200,0.615
AT5G26610,AT5G56200,0.586
AT1G53660,AT5G05830,0.592
AT1G53660,AT5G42420,0.626
AT5G05820,AT5G05830,0.872
AT5G05830,AT5G42420,0.594
AT3G03400,AT4G26470,0.909
AT3G03400,PC1,0.683
AT3G03400,TPC1,0.694
AT3G03410,AT4G26470,0.85
AT3G03410,PC1,0.699
AT3G03410,TPC1,0.694
AT4G26470,PC1,0.617
TPC1,AT4G26470,0.694
TPC1,PC1,0.694
ANT1,STP7,0.627
AT3G20015,PDLP8,0.639
AT3G20015,SAUR21,0.639
AT3G20015,STP7,0.641
PDLP8,SAUR21,0.751
PDLP8,STP7,0.638
STP7,BAM3,0.687
STP7,SAUR21,0.638
ACD11,DND1,0.744
DND1,At5g46330,0.657
LOL2,DND1,0.649
AT1G05700,AT1G14390,0.437
AT1G05700,AT2G02780,0.468
AT1G05700,AT4G34220,0.798
AT1G05700,GSO1,0.407
AT1G14390,AT4G34220,0.831
AT1G14390,K3G17.4,0.831
AT1G56130,AT2G02780,0.867
AT1G56130,AT4G34220,0.798
AT2G02780,AT4G34220,0.831
AT2G02780,K3G17.4,0.674
AT4G34220,ERL1,0.839
AT4G34220,ERL2,0.846
AT4G34220,K3G17.4,0.813
ERL2,ERL1,0.95
GSO1,AT4G34220,0.831
RPK1,AT4G34220,0.798
RPK1,ERL1,0.695
RPK1,ERL2,0.699
RPK1,GSO1,0.841
AT1G11100,AT1G35630,0.554
AT1G35630,EDA16,0.554
AT1G35630,UBP27,0.479
ABCD1,PEX19-2,0.998
PEX11A,ABCD1,0.991
PEX11A,PEX19-2,0.961
PEX11A,PEX3-1,0.983
PEX3-1,ABCD1,0.999
PEX3-1,PEX19-2,0.986
EMB1080,ABCG43,0.806
SPPA,ABCG43,0.525
ARF6,IAA19,0.903
ARF6,IAA9,0.898
ARF6,PIF4,0.981
IAA19,IAA9,0.78
PIF4,IAA19,0.779
SRR1,AT5G59660,0.47
BSK3,BRI1,0.971
CHLI1,CaS,0.807
CHLI1,LIL3:2,0.489
CHLI1,PCB2,0.954
CaS,LIL3:2,0.766
HEME2,CHLI1,0.958
HEME2,CaS,0.406
HEME2,LIL3:1,0.812
HEME2,LIL3:2,0.646
HEME2,PCB2,0.844
LIL3:1,CHLI1,0.859
LIL3:1,CaS,0.9
LIL3:1,LIL3:2,0.81
LIL3:1,PCB2,0.859
PCB2,CaS,0.507
PCB2,LIL3:2,0.67
PSRP3/1,CHLI1,0.868
PSRP3/1,CaS,0.57
PSRP3/1,HEME2,0.638
PSRP3/1,LIL3:1,0.841
PSRP3/1,LIL3:2,0.445
PSRP3/1,PCB2,0.636
AT1G48640,ZF1,0.697
IDD1,ZF1,0.621
ZFP3,ZF1,0.629
AT3G54830,OPT7,0.809
NRT1.7,AT3G54830,0.693
AT3G27240,PETC,0.999
MPPBETA,AT3G27240,0.999
MPPBETA,MPPalpha,0.999
MPPBETA,PETC,0.999
MPPalpha,AT3G27240,0.999
MPPalpha,PETC,0.998
AT3G14320,ERS,0.461
AT3G14320,GLK2,0.548
GPRI1,AT3G14320,0.55
GPRI1,GLK2,0.519
HEMA1,AT3G14320,0.56
HEMA1,ERS,0.992
HEMA1,GLK2,0.687
HEMA1,GPRI1,0.647
HEMA1,HEMA3,0.807
HEMA3,AT3G14320,0.519
HEMA3,ERS,0.992
LHCB6,AT3G14320,0.461
LHCB6,GLK2,0.79
LHCB6,GPRI1,0.753
LHCB6,HEMA1,0.701
RD20,AT3G14320,0.548
CRT3,EBS1,0.976
CRT3,HAP6,0.943
CRT3,RSW3,0.911
CRT3,SDF2,0.914
EBS1,RSW3,0.963
EBS1,SDF2,0.901
HAP6,RSW3,0.605
SDF2,RSW3,0.548
ASG3,AT5G12400,0.92
CHR11,AT5G12400,0.925
BASS2,AT3G56160,0.723
AT4G17260,AT5G56350,0.986
ENOC,AT4G17260,0.979
ENOC,AT5G56350,0.989
CBL5,SOS3,0.525
PP2CA,CBL1,0.759
PP2CA,CBL2,0.661
PP2CA,CBL3,0.654
PP2CA,CBL5,0.508
PP2CA,CBL9,0.438
PP2CA,SOS3,0.555
SIP4,CBL1,0.928
SIP4,CBL10,0.853
SIP4,CBL2,0.999
SIP4,CBL3,0.905
SIP4,CBL5,0.888
SIP4,CBL9,0.921
SIP4,PP2CA,0.832
SIP4,SOS3,0.858
AT1G49900,AT1G74250,0.649
AT1G49900,AT2G32600,0.651
AT1G49900,AT5G01160,0.637
AT1G49900,RAE1,0.685
AT1G74250,AT2G32600,0.908
AT1G74250,AT5G01160,0.635
AT2G32600,AT5G01160,0.655
STOP1,AT1G49900,0.618
STOP1,RAE1,0.665
LHCA1,LHCB3,0.994
LHCA1,LHCB5,0.994
LHCA3,LHCA1,0.999
LHCA3,LHCB3,0.953
LHCA3,LHCB4.2,0.994
LHCA3,LHCB5,0.994
LHCB4.2,LHCA1,0.993
LHCB4.2,LHCB3,0.999
LHCB4.2,LHCB5,0.999
LHCB5,LHCB3,0.998
LHCB6,LHCA1,0.989
LHCB6,LHCA3,0.989
LHCB6,LHCB3,0.998
LHCB6,LHCB4.2,0.994
LHCB6,LHCB5,0.998
CIB5,CaMK4,0.625
CIB5,LKP2,0.637
CIB5,ZTL,0.616
CRY2,CIB5,0.938
CRY2,LKP2,0.848
CRY2,ZTL,0.911
LKP2,ZTL,0.556
AT1G53420,AT1G67510,0.831
AT1G53420,AT4G26540,0.807
AT1G53420,AT5G48940,0.798
AT1G53420,AT5G56040,0.798
AT1G53420,BAM3,0.817
AT1G53420,ERL2,0.798
AT1G53420,MPA24.5,0.798
AT1G67510,MPA24.5,0.664
AT4G26540,ERL2,0.814
AT4G26540,MPA24.5,0.811
AT5G56040,MPA24.5,0.839
BAM3,AT5G56040,0.699
ERL2,AT5G48940,0.814
ERL2,AT5G56040,0.814
AT1G09060,AT1G22720,0.639
AT1G09060,AT1G36950,0.639
AT1G22720,AT1G36950,0.641
AT1G32780,AT5G25560,0.653
AT1G53820,OPT1,0.637
YSL1,OPT1,0.728
YSL2,OPT1,0.661
YSL3,OPT1,0.726
YSL4,OPT1,0.76
YSL5,OPT1,0.641
YSL6,OPT1,0.821
YSL7,OPT1,0.677
YSL8,OPT1,0.807
TIM10,TIM8,0.999
TIM10,TIM9,0.999
TIM10,TOM22-V,0.981
TIM10,TOM40,0.99
TIM13,TIM10,0.999
TIM13,TIM8,0.999
TIM13,TIM9,0.999
TIM13,TOM22-V,0.993
TIM13,TOM40,0.997
TIM9,TIM8,0.999
TIM9,TOM22-V,0.956
TOM22-I,TIM10,0.974
TOM22-I,TIM13,0.991
TOM22-I,TIM8,0.996
TOM22-I,TIM9,0.929
TOM22-I,TOM22-V,0.733
TOM22-I,TOM40,0.999
TOM22-V,TIM8,0.997
TOM40,TIM8,0.992
TOM40,TIM9,0.978
TOM40,TOM22-V,0.999
DHAR1,APX5,0.834
VIK,AT1G32530,0.684
VIK,BRL2,0.701
VIK,CLF,0.65
ABA3,ABA1,0.949
ABA3,ABI1,0.803
ABA3,ABI2,0.681
ABA3,ABI4,0.681
ABA3,ABI5,0.68
ABI1,ABA1,0.878
ABI1,ABI2,0.462
ABI1,GUN5,0.599
ABI2,ABA1,0.779
ABI4,ABA1,0.695
ABI4,ABI1,0.879
ABI4,ABI2,0.871
ABI4,GUN5,0.743
ABI5,ABA1,0.759
ABI5,ABI1,0.97
ABI5,ABI2,0.91
ABI5,ABI4,0.965
ABI5,GUN5,0.625
GUN1,ABI4,0.933
GUN1,GUN5,0.919
GUN5,ABA1,0.651
GUN5,ABI2,0.598
AT1G72550,MEK1,0.901
MPK6,MEK1,0.936
AT2G28660,AT5G28450,0.626
ABCC11,PA200,0.661
ABCC11,RPT3,0.817
PA200,RPT3,0.987
OEP16-1,OEP80,0.806
OEP16-1,TOC75-III,0.802
TIC110,OEP16-1,0.52
TIC110,OEP80,0.993
TIC110,TOC132,0.827
TIC110,TOC75-III,0.999
TOC132,LHCB5,0.823
TOC132,OEP16-1,0.781
TOC132,OEP80,0.962
TOC132,TOC75-III,0.939
TOC75-III,OEP80,0.771
AT2G19940,GSA2,0.991
AT2G19940,P5CS1,0.811
HEMA1,GSA2,0.997
HEMA1,HEMA3,0.807
HEMA1,HEMB1,0.947
HEMA1,HEME2,0.806
HEMA3,GSA2,0.992
HEMA3,HEME2,0.781
HEMB1,GSA2,0.995
HEMB1,HEMA3,0.951
HEMB1,HEME2,0.947
HEME2,GSA2,0.989
OTC,AT2G19940,0.993
OTC,GSA2,0.965
OTC,P5CS1,0.788
P5CS1,GSA2,0.961
AT1G51340,AT5G22890,0.912
HD1,AT5G22890,0.692
ABCI4,AT2G07768,0.525
ABCI4,G1,0.944
ABCI4,NAD4,0.418
ABCI5,G1,0.963
ABCI5,NAD4,0.515
AT2G07768,ABCI5,0.713
AT2G07768,G1,0.814
AT2G07768,NAD4,0.604
AT2G07768,NTRC,0.465
AT1G02750,CPK16,0.639
AT1G02750,GLR5,0.637
CPK16,GLR5,0.624
AT1G34110,AT4G29990,0.428
AT1G53420,AT4G29990,0.448
AT1G75640,AT4G29990,0.467
AT3G24240,AT4G29990,0.41
AT4G29990,AT4G39270,0.473
COP1,AT4G29990,0.407
ABCB23,AT5G49130,0.56
ABCB23,SWEET3,0.591
ABCB23,ZIP2,0.514
ABCB24,AT5G49130,0.56
ABCB24,SWEET3,0.591
ABCB24,ZIP2,0.514
ABCB25,ZIP2,0.514
AT2G34350,ABCB23,0.665
AT2G34350,ABCB24,0.665
AT2G34350,ABCB25,0.665
AT2G34350,AT5G49130,0.62
AT2G34350,SWEET3,0.676
AT2G34350,ZIP2,0.632
AT5G49130,ABCB25,0.56
AT5G49130,SWEET3,0.414
SWEET3,ABCB25,0.591
SWEET3,ZIP2,0.465
ZIP11,ABCB23,0.514
ZIP11,ABCB24,0.514
ZIP11,ABCB25,0.514
ZIP11,AT2G34350,0.608
ZIP11,SWEET3,0.465
ABCG13,CYP96A15,0.544
DGL,AT1G60160,0.599
DGL,AT1G61850,0.742
DGL,KUP3,0.603
DGL,KUP5,0.603
DGL,KUP6,0.603
DGL,OPT3,0.616
DGL,TRH1,0.603
APG10,AT5G09630,0.616
APG10,AT5G16960,0.615
AT3G11630,AT5G16960,0.557
AT5G09630,AT5G16960,0.55
AT5G16960,AT5G61510,0.621
AT1G65010,DFL2,0.592
AT1G29310,AT1G78720,0.803
AT1G29310,AT2G34250,0.85
AT1G29310,AT5G59740,0.717
AT1G78720,AT2G34250,0.803
AT1G78720,AT5G59740,0.717
AT2G34250,AT5G59740,0.717
AT1G52190,AT2G16990,0.683
AT1G52190,DGR2,0.652
AT1G52190,NRT2.3,0.635
AT1G52190,NRT2.4,0.666
AT1G52190,NRT2.7,0.649
NRT2.2,AT1G52190,0.649
NRT2.5,AT1G52190,0.649
NRT2:1,AT1G52190,0.73
AT1G64820,MTP11,0.465
ECA3,AT1G64820,0.489
ECA3,MTP11,0.921
PCR1,AT1G64820,0.442
AT1G47530,AT5G46610,0.549
CAX1,AT5G46610,0.543
OZS1,AT5G46610,0.441
PRK6,AT5G46610,0.637
SLAH3,AT5G46610,0.543
BAP1,AT4G27280,0.793
STZ,AT4G27280,0.913
STZ,BAP1,0.925
AT1G74240,RPL3P,0.91
AT1G12310,AT3G03400,0.605
AT1G12310,AT3G24110,0.677
AT1G12310,AT4G26470,0.639
AT1G12310,TPC1,0.694
AT3G03400,AT3G24110,0.802
AT3G03400,AT4G26470,0.909
AT3G03400,AZG1,0.543
AT3G03400,PC1,0.683
AT3G03400,TPC1,0.694
AT3G24110,TPC1,0.694
AT4G26470,PC1,0.617
TPC1,AT4G26470,0.694
TPC1,PC1,0.694
BAM3,GSO2,0.565
EMS1,GSO2,0.562
TPST,GSO2,0.615
RLP29,AT5G22320,0.421
RLP29,RLP33,0.4
RLP29,RLP37,0.42
RLP29,RLP38,0.447
RLP33,AT5G22320,0.417
RLP37,AT5G22320,0.422
RLP38,AT5G22320,0.43
ALDH10A8,AT4G12270,0.745
ALDH10A8,AT4G12280,0.745
AT4G12270,AT4G12280,0.596
LDL1,AT4G12270,0.655
LDL1,AT4G12280,0.655
LDL2,AT4G12270,0.655
LDL2,AT4G12280,0.655
ATCES1,TSC10B,0.979
SPHK1,ATCES1,0.994
SPHK1,TSC10B,0.977
TSC10A,ATCES1,0.976
TSC10A,SPHK1,0.976
TSC10A,TSC10B,0.805
AT1G06840,ERL2,0.831
AT1G06840,TE1,0.86
AT1G27190,ERL1,0.831
AT1G27190,ERL2,0.664
AT1G27190,TE1,0.831
ERL2,ERL1,0.95
TE1,At3g49670,0.837
TE1,ERL1,0.99
TE1,ERL2,0.951
YDA,ERL1,0.904
YDA,ERL2,0.903
YDA,TE1,0.853
AT3G25790,UMAMIT34,0.445
MEE15,UMAMIT34,0.475
ABA3,AT3G11630,0.507
ABA3,At5g06290,0.507
ABA3,PRXIIF,0.909
AT3G11630,At5g06290,0.795
AT3G11630,PRXQ,0.896
NTRC,AT3G11630,0.999
NTRC,At5g06290,0.999
NTRC,PRXIIF,0.915
NTRC,PRXQ,0.978
PER1,AT3G11630,0.736
PER1,At5g06290,0.734
PER1,NTRC,0.977
PER1,PRXIIF,0.845
PER1,PRXQ,0.846
PRXIIF,AT3G11630,0.972
PRXIIF,At5g06290,0.99
PRXIIF,PRXQ,0.965
PRXQ,At5g06290,0.927
AT1G12470,AT5G39630,0.954
AT1G04445,AT5G16470,0.96
AT1G04445,AT5G61470,0.966
AT5G16470,AT5G61470,0.96
ATARCA,AT3G45570,0.424
ATARCA,COP1,0.679
ATARCA,RACK1B_AT,0.95
ATARCA,RACK1C_AT,0.905
COP1,AT3G45570,0.5
COP1,RACK1C_AT,0.679
RACK1B_AT,AT3G45570,0.424
RACK1B_AT,COP1,0.679
RACK1B_AT,RACK1C_AT,0.935
RACK1C_AT,AT3G45570,0.424
AT4G11170,ATGLR1.2,0.721
AT5G33280,ATGLR1.2,0.629
ATGLR1.2,AT5G62890,0.809
CNGC18,ATGLR1.2,0.642
CNGC7,ATGLR1.2,0.682
AR401,AT3G23060,0.839
AT1G56145,EMB2769,0.542
AT1G56145,PDLP6,0.59
AP19,AT4G11380,0.965
AP19,AT5G11490,0.968
AT1G10730,AP19,0.961
AT1G10730,AT1G60070,0.972
AT1G10730,AT4G11380,0.975
AT1G10730,AT5G11490,0.976
AT1G60070,AP19,0.969
AT1G60070,AT4G11380,0.978
AT1G60070,AT5G11490,0.983
AT1G60070,HAP13,0.976
AT4G11380,AT5G11490,0.547
HAP13,AP19,0.961
HAP13,AT4G11380,0.978
HAP13,AT5G11490,0.977
OPR3,SWEET14,0.616
SUT4,SWEET14,0.598
AT1G78720,AT3G20920,0.988
AT1G78720,ATERDJ2B,0.995
AT1G78720,HAP6,0.991
AT1G78720,SEC61G1,0.996
AT3G20920,ATERDJ2B,0.999
AT3G20920,HAP6,0.708
AT3G20920,SEC61G1,0.979
ATERDJ2B,SEC61G1,0.964
HAP6,ATERDJ2B,0.621
HAP6,SEC61G1,0.578
CAT5,AAP2,0.644
CAT5,PUT4,0.776
CAT6,AAP2,0.86
CAT7,AAP2,0.622
CAT7,PUT4,0.783
PUT4,AAP2,0.6
PUT4,CAT6,0.53
SIAR1,AAP2,0.584
SIAR1,CAT6,0.637
CHX17,KAT3,0.437
HKT1,CHX17,0.647
HKT1,KAT3,0.521
HKT1,KEA6,0.59
HKT1,KT2/3,0.621
KAT3,KEA6,0.569
KCO5,HKT1,0.645
KCO5,KAT3,0.647
KCO5,KT2/3,0.484
KT2/3,KAT3,0.563
KT2/3,KEA6,0.925
KUP1,CHX17,0.608
KUP1,HKT1,0.863
KUP1,KAT3,0.625
KUP1,KCO5,0.642
KUP1,KEA6,0.607
KUP1,KT2/3,0.625
KUP1,SKOR,0.638
KUP1,UMAMIT1,0.659
SKOR,CHX17,0.519
SKOR,HKT1,0.808
SKOR,KCO5,0.454
SKOR,KEA6,0.455
TPK4,HKT1,0.672
TPK4,KAT3,0.599
TPK4,KT2/3,0.642
TPK4,KUP1,0.619
TPK4,SKOR,0.654
PEX11A,ABCD1,0.991
PEX11A,PEX19-1,0.961
PEX11A,PEX3-1,0.983
PEX19-1,ABCD1,0.999
PEX19-1,PEX3-1,0.986
PEX3-1,ABCD1,0.999
AT1G21070,AT4G32390,0.683
AT1G21070,GONST1,0.474
AT1G21070,GONST4,0.624
AT4G32390,AT5G19760,0.636
AT4G32390,Cand7,0.607
AT4G32390,GONST4,0.792
GONST1,AT4G32390,0.637
GONST1,GONST4,0.408
UTR3,AT1G21070,0.587
UTR3,AT4G32390,0.656
UTR3,GONST1,0.66
UTR3,GONST4,0.743
AT1G04570,CIPK20,0.637
AT1G14010,AT3G22845,0.98
AT1G14010,AT5G14030,0.931
AT1G14010,p24beta2,0.988
AT3G22845,AT5G14030,0.895
p24beta2,AT5G14030,0.901
AT1G21070,AT1G53660,0.727
AT1G53660,AT5G05830,0.592
AT1G53660,AT5G19760,0.702
AT1G53660,AT5G42420,0.626
AT5G05830,AT5G42420,0.594
AT1G14040,PHT1;5,0.706
AT1G14040,PHT2;1,0.729
PHO1,AT4G22990,0.463
PHO1,PHT2;1,0.771
PHO1,PHT4;6,0.563
PHT1;5,AT4G11810,0.73
PHT1;5,AT4G22990,0.675
PHT1;5,CBL1,0.685
PHT1;5,PHO1,0.851
PHT1;5,PHT2;1,0.86
PHT1;5,PHT4;2,0.749
PHT1;5,PHT4;6,0.788
PHT2;1,PHT4;6,0.55
PHT4;2,PHT2;1,0.651
COP1,HD1,0.408
COP1,HY5,0.999
COP1,HYH,0.995
COP1,SPA1,0.999
HD1,HY5,0.919
HYH,HD1,0.897
HYH,HY5,0.98
SPA1,HY5,0.974
SPA1,HYH,0.903
AT2G27730,AT2G31490,0.831
AT2G27730,MTACP-1,0.821
AT2G31490,MTACP-1,0.83
AT2G03260,ABCG30,0.44
AT2G03260,PHT2;1,0.515
UPS2,PYRB,0.721
AT2G04305,HEME2,0.508
AT1G76450,AT3G05410,0.902
AT1G76450,LHCB3,0.861
ABCB14,ABCE2,0.609
ABCB14,ALMT12,0.621
ABCB14,HT1,0.696
HT1,ALMT12,0.605
OZS1,ABCB14,0.64
OZS1,ALMT12,0.961
OZS1,HT1,0.887
At2g21970,At4g34190,0.912
At2g21970,DAG2,0.62
At2g21970,OHP,0.635
At4g34190,OHP,0.907
MYB7,At2g21970,0.841
APX1,sks13,0.662
APX2,sks13,0.662
sks13,AT5G56900,0.659
AT1G18000,AT1G63010,0.596
AT1G18000,AT2G44280,0.581
AT1G18000,AT3G09470,0.608
AT1G18000,AT3G60070,0.581
AT1G18000,NiaP,0.646
AT1G18000,ZIFL2,0.588
AT1G63010,AT2G44280,0.504
AT1G63010,AT3G09470,0.474
AT1G63010,AT3G60070,0.504
AT1G63010,NiaP,0.604
AT1G63010,ZIFL2,0.605
AT2G44280,AT3G09470,0.505
AT2G44280,NiaP,0.588
AT2G44280,ZIFL2,0.444
AT3G09470,AT3G60070,0.505
AT3G09470,NiaP,0.608
AT3G09470,ZIFL2,0.714
At1g18000,AT1G63010,0.596
At1g18000,AT2G44280,0.581
At1g18000,AT3G09470,0.608
At1g18000,AT3G60070,0.581
At1g18000,NiaP,0.646
At1g18000,ZIFL2,0.588
NiaP,AT3G60070,0.588
NiaP,ZIFL2,0.596
ZIFL2,AT3G60070,0.444
ATARCA,AT3G45460,0.424
ATARCA,COP1,0.679
ATARCA,RACK1B_AT,0.95
ATARCA,RACK1C_AT,0.905
COP1,AT3G45460,0.5
COP1,RACK1C_AT,0.679
RACK1B_AT,AT3G45460,0.424
RACK1B_AT,COP1,0.679
RACK1B_AT,RACK1C_AT,0.935
RACK1C_AT,AT3G45460,0.424
AT1G60160,AT4G22990,0.687
AT4G22990,AT5G14880,0.643
AT4G22990,KUP5,0.644
AT4G22990,KUP7,0.644
AT4G22990,TRH1,0.644
HAK5,AT4G22990,0.643
KUP3,AT4G22990,0.656
KUP6,AT4G22990,0.644
PHR2,AT4G22990,0.694
PHT1;5,AT4G22990,0.675
EMB2769,AT3G45950,0.955
DET3,VHA-A,0.999
AT1G62950,AT3G08680,0.832
AT1G62950,AT3G50230,0.831
AT1G62950,BAK1,0.831
AT1G62950,ERL1,0.814
AT1G62950,SRF2,0.831
AT1G62950,TE1,0.815
BAK1,ERL1,0.716
BAK1,SRF2,0.798
TE1,BAK1,0.669
TE1,ERL1,0.99
AT1G49960,CLC-D,0.705
AT1G49960,CLC-E,0.599
AT1G49960,CLC-F,0.689
CLC-E,CLC-D,0.977
CLC-E,EIN2,0.678
CLC-F,CLC-D,0.988
CLC-F,CLC-E,0.633
CLC-F,EIN2,0.611
CLC-F,VHA-A1,0.518
EIN2,CLC-D,0.708
VHA-A1,CLC-D,0.752
VSR7,CLC-D,0.639
ALB3,CPFTSY,0.998
APX1,DHAR1,0.991
EGY3,FTSH6,0.82
EGY3,VAR2,0.758
FTSH8,EGY3,0.604
AT3G01830,AT3G29000,0.788
AT3G01830,AT3G47480,0.898
AT3G01830,AT5G18350,0.628
AT3G01830,AT5G39670,0.878
AT3G01830,CML37,0.867
AT3G01830,CML42,0.62
AT3G29000,AT5G18350,0.689
AT3G29000,CML37,0.838
AT3G47480,AT5G18350,0.603
AT3G47480,AT5G39670,0.788
AT3G47480,CML37,0.629
AT5G18350,AT5G39670,0.608
AT5G18350,CML37,0.444
AT5G39670,CML37,0.739
CML30,AT3G01830,0.632
CML30,AT3G47480,0.64
CML30,AT5G18350,0.602
CML30,AT5G39670,0.632
CML42,AT5G18350,0.478
ABCG26,AT5G44050,0.588
ABCG32,AT5G44050,0.612
DEX1,ABCG26,0.636
DEX1,AT5G44050,0.588
HO2,AT5G44050,0.59
AT2G40420,CBSX3,0.712
ACX1,KAT5,0.997
CAT1,ACX1,0.972
CAT1,KAT5,0.576
CAT1,PKT3,0.635
F5M15.5,ACX1,0.974
F5M15.5,CAT1,0.817
F5M15.5,KAT5,0.576
F5M15.5,PKT3,0.61
PKT3,ACX1,0.997
PKT3,KAT5,0.807
PKT4,ACX1,0.994
PKT4,CAT1,0.661
PKT4,F5M15.5,0.642
PKT4,KAT5,0.806
PKT4,PKT3,0.802
RFO1,AT5G50290,0.846
RFO1,AT5G51630,0.631
RFO1,OCP3,0.651
RFO1,SWEET8,0.598
AT3G14740,AT5G63900,0.41
AT5G50520,AT5G50630.1,0.842
ABF4,CPK32,0.968
ABF4,CPK4,0.916
ABF4,OST1,0.871
ABF4,SNRK2.2,0.962
ABF4,SNRK2.3,0.906
CDPK1,ABF4,0.868
OST1,SNRK2.3,0.612
SNRK2.2,OST1,0.614
AKT1,HKT1,0.779
AKT1,KAT3,0.848
AKT1,KCO1,0.67
AKT1,TPC1,0.675
GORK,KCO1,0.654
HKT1,GORK,0.592
HKT1,KAT3,0.521
HKT1,KCO1,0.658
KAT3,KCO1,0.654
KT5,KCO1,0.683
MHX,KCO1,0.689
MHX,TPC1,0.72
RCI2,KCO1,0.895
TPC1,GORK,0.646
TPC1,HKT1,0.757
TPC1,KAT3,0.518
TPC1,KCO1,0.891
STP6,AtVEX1,0.652
SUC8,STP6,0.619
SUT2,STP6,0.629
At1g10970,bZIP19,0.64
IRT3,bZIP19,0.637
ZIP1,bZIP19,0.729
ZIP5,bZIP19,0.721
ZIP9,bZIP19,0.879
bZIP19,ZIP12,0.729
AT2G02780,AT3G47570,0.798
AT2G02780,AT5G63710,0.831
AT2G19230,AT3G47570,0.808
AT2G19230,AT5G63710,0.801
AT2G20142,AT3G47570,0.66
AT3G24110,AT3G47570,0.646
AT3G47570,AT5G63710,0.832
AT3G47570,PSKR2,0.798
PSKR2,AT5G63710,0.664
AT1G77250,AT2G19940,0.595
AT1G77250,AT2G32020,0.414
AT1G77250,AT4G14920,0.687
AT2G19940,AT2G32020,0.813
AT2G19940,AT4G14920,0.64
AT2G32020,AT4G14920,0.69
AT4G39670,ABCG28,0.637
AT4G39670,AT5G16550,0.627
AT5G16550,ABCG28,0.721
DOX1,AT5G16550,0.59
MAP1A,AT5G16550,0.623
MAP1A,DOX1,0.402
BBX13,AT1G59740,0.615
LHCB6,PSBQA,0.996
AT1G14770,AT2G19260,0.643
AT1G14770,AT3G20280,0.591
AT2G19260,AT3G20280,0.591
AT2G27980,AT3G08020,0.686
AT2G27980,AT3G20280,0.67
AT2G27980,AT3G52100,0.686
AT2G36720,AT3G08020,0.697
AT2G36720,AT3G20280,0.67
AT2G36720,AT3G52100,0.686
AT2G37520,AT3G08020,0.604
AT2G37520,AT3G20280,0.584
AT2G37520,AT3G52100,0.604
AT3G08020,AT3G20280,0.67
AT3G08020,AT3G53680,0.604
AT3G20280,AT3G52100,0.67
AT3G20280,AT3G53680,0.584
AT3G52100,AT3G53680,0.604
AT5G26220,OXP1,0.958
GDH1,OXP1,0.919
GDH2,GDH1,0.827
GDH2,OXP1,0.919
GDH3,GDH1,0.802
GDH3,GDH2,0.803
GDH3,OXP1,0.919
AT1G14390,AT1G64210,0.599
AT1G14390,AT5G01950,0.86
AT1G64210,AT2G02780,0.599
AT1G64210,AT5G01950,0.798
AT1G64210,TE1,0.798
AT2G02780,AT2G45340,0.798
AT2G02780,AT5G01950,0.868
AT2G02780,At3g17840,0.806
AT2G16250,AT5G01950,0.831
AT2G45340,AT5G01950,0.798
At3g17840,AT5G01950,0.798
TE1,AT5G01950,0.831
AT1G51090,LTI30,0.604
AT1G51090,RLP52,0.637
AT1G02750,CPK16,0.639
AT1G02750,GLR5,0.637
CNGC7,GLR5,0.642
CPK16,GLR5,0.624
GLR5,CNGC18,0.639
AKT1,KCO3,0.599
